date,polarity,sentiment,keyword
2018-10-02 21:46:14,positive,0.14285714285714285,warming
2018-10-02 21:47:03,neutral,0.0,climate change
2018-10-02 21:46:01,positive,0.05,climate change
2018-10-02 21:47:48,negative,-0.2916666666666667,wind
2018-10-02 21:46:00,neutral,0.0,oil
2018-10-02 21:45:50,neutral,0.0,climate change
2018-10-02 21:46:59,neutral,0.0,warming
2018-10-02 21:48:45,neutral,0.0,climate change
2018-10-02 21:49:18,negative,-0.06666666666666667,warming
2018-10-02 21:49:44,neutral,0.0,warming
2018-10-02 21:50:21,positive,0.2,climate change
2018-10-02 21:49:16,neutral,0.0,warming
2018-10-02 21:50:04,positive,0.1,climate change
2018-10-02 21:50:16,positive,0.5,climate change
2018-10-02 21:50:21,negative,-0.3333333333333333,climate change
2018-10-02 21:51:20,neutral,0.0,warming
2018-10-02 21:49:43,positive,0.1,climate change
2018-10-02 21:50:04,negative,-0.6,oil
2018-10-02 21:50:12,neutral,0.0,warming
2018-10-02 21:51:18,neutral,0.0,climate change
2018-10-02 21:51:18,neutral,0.0,climate change
2018-10-02 21:49:39,neutral,0.0,climate change
2018-10-02 21:50:09,positive,0.25,climate change
2018-10-02 21:53:19,neutral,0.0,climate change
2018-10-02 21:53:47,neutral,0.0,climate change
2018-10-02 21:52:49,neutral,0.0,warming
2018-10-02 21:53:38,neutral,0.0,climate change
2018-10-02 21:51:35,neutral,0.0,warming
2018-10-02 21:52:08,neutral,0.0,climate change
2018-10-02 21:52:00,neutral,0.0,warming
2018-10-02 21:51:47,neutral,0.0,climate change
2018-10-02 21:54:45,positive,0.2857142857142857,coal
2018-10-02 21:56:14,neutral,0.0,climate change
2018-10-02 21:55:12,neutral,0.0,climate change
2018-10-02 21:55:05,neutral,0.0,climate change
2018-10-02 21:55:48,neutral,0.0,climate change
2018-10-02 21:55:48,neutral,0.0,climate change
2018-10-02 21:55:54,positive,0.5,warming
2018-10-02 21:55:51,positive,0.26666666666666666,warming
2018-10-02 21:55:48,neutral,0.0,warming
2018-10-02 21:56:28,positive,0.1875,climate change
2018-10-02 21:54:06,neutral,0.0,warming
2018-10-02 21:56:58,neutral,0.0,climate change
2018-10-02 21:54:52,neutral,0.0,nuclear
2018-10-02 21:54:22,neutral,0.0,warming
2018-10-02 21:54:26,neutral,0.0,climate change
2018-10-02 21:57:02,neutral,0.0,climate change
2018-10-02 21:56:11,negative,-0.15,warming
2018-10-02 21:55:17,negative,-0.08333333333333333,warming
2018-10-02 21:54:23,neutral,0.0,warming
2018-10-15 03:50:59,neutral,0.0,climate change
2018-10-15 03:50:36,neutral,0.0,climate change
2018-10-15 03:50:33,neutral,0.0,climate change
2018-10-15 03:50:35,neutral,0.0,climate change
2018-10-15 03:50:58,negative,-0.15000000000000002,climate change
2018-10-15 03:50:46,positive,0.25,warming
2018-10-15 03:50:54,negative,-0.4,warming
2018-10-15 03:50:43,negative,-0.5,climate change
2018-10-15 03:50:51,positive,0.5,climate change
2018-10-15 03:50:58,neutral,0.0,climate change
2018-10-15 03:50:47,neutral,0.0,climate change
2018-10-15 03:50:47,positive,0.5,climate change
2018-10-15 03:50:31,positive,0.5,climate change
2018-10-15 03:50:31,positive,0.5,climate change
2018-10-15 03:50:48,neutral,0.0,climate change
2018-10-15 03:50:43,neutral,0.0,climate change
2018-10-15 03:51:15,neutral,0.0,climate change
2018-10-15 03:51:13,neutral,0.0,climate change
2018-10-15 03:51:02,negative,-0.6999999999999998,climate change
2018-10-15 03:51:12,positive,0.1,climate change
2018-10-15 03:51:20,positive,0.20000000000000004,climate change
2018-10-15 03:51:20,positive,0.20000000000000004,climate change
2018-10-15 03:51:07,positive,0.2375,climate change
2018-10-15 03:51:32,positive,0.2,climate change
2018-10-15 03:51:33,positive,0.6,climate change
2018-10-15 03:51:22,neutral,0.0,warming
2018-10-15 03:52:18,neutral,0.0,climate change
2018-10-15 03:52:15,positive,0.2,climate change
2018-10-15 03:52:13,negative,-0.5,climate change
2018-10-15 03:52:03,negative,-0.25,climate change
2018-10-15 03:51:57,positive,0.45,climate change
2018-10-15 03:52:15,neutral,0.0,climate change
2018-10-15 03:52:01,neutral,0.0,climate change
2018-10-15 03:52:05,neutral,0.0,warming
2018-10-15 03:52:46,neutral,0.0,climate change
2018-10-15 03:52:42,neutral,0.0,climate change
2018-10-15 03:52:42,negative,-0.3333333333333333,climate change
2018-10-15 03:52:40,negative,-0.25,climate change
2018-10-15 03:52:27,neutral,0.0,climate change
2018-10-15 03:52:33,neutral,0.0,climate change
2018-10-15 03:53:00,neutral,0.0,climate change
2018-10-15 03:52:54,neutral,0.0,climate change
2018-10-15 03:53:23,negative,-0.1625,climate change
2018-10-15 03:53:36,neutral,0.0,climate change
2018-10-15 03:53:07,neutral,0.0,climate change
2018-10-15 03:53:30,positive,0.1,warming
2018-10-15 03:53:28,neutral,0.0,climate change
2018-10-15 03:53:23,negative,-0.1333333333333333,climate change
2018-10-15 03:53:42,negative,-0.4,climate change
2018-10-15 03:53:42,negative,-0.4,climate change
2018-10-15 03:54:08,negative,-0.8,climate change
2018-10-15 03:54:20,positive,0.25,warming
2018-10-15 03:54:17,positive,0.25,warming
2018-10-15 03:53:42,positive,0.10714285714285714,warming
2018-10-15 03:54:17,neutral,0.0,climate change
2018-10-15 03:53:49,neutral,0.0,climate change
2018-10-15 03:53:49,neutral,0.0,climate change
2018-10-15 03:53:55,negative,-0.2,warming
2018-10-15 03:54:45,positive,0.6,climate change
2018-10-15 03:54:23,neutral,0.0,climate change
2018-10-15 03:54:46,positive,0.13333333333333333,warming
2018-10-15 03:54:46,positive,0.13333333333333333,warming
2018-10-15 03:54:47,neutral,0.0,climate change
2018-10-15 03:54:38,positive,0.3,warming
2018-10-15 03:54:45,neutral,0.0,climate change
2018-10-15 03:54:31,positive,0.25,warming
2018-10-15 03:54:47,neutral,0.0,warming
2018-10-15 03:54:34,negative,-0.3625,climate change
2018-10-15 03:54:36,positive,0.1875,climate change
2018-10-15 03:55:15,positive,0.20000000000000004,warming
2018-10-15 03:55:49,neutral,0.0,oil
2018-10-15 03:55:11,neutral,0.0,warming
2018-10-15 03:55:40,negative,-0.025,climate change
2018-10-15 03:55:12,negative,-0.3333333333333333,warming
2018-10-15 03:55:41,negative,-0.4666666666666667,warming
2018-10-15 03:55:33,neutral,0.0,climate change
2018-10-15 03:55:13,negative,-0.42500000000000004,climate change
2018-10-15 03:55:21,negative,-0.2,climate change
2018-10-15 03:55:35,neutral,0.0,climate change
2018-10-15 03:55:29,positive,0.13636363636363635,climate change
2018-10-15 03:55:05,neutral,0.0,climate change
2018-10-15 03:55:09,neutral,0.0,climate change
2018-10-15 03:56:12,negative,-0.5,climate change
2018-10-15 03:56:37,positive,0.5,climate change
2018-10-15 03:56:31,positive,0.11111111111111112,warming
2018-10-15 03:56:00,positive,0.07878787878787878,climate change
2018-10-15 03:56:39,neutral,0.0,warming
2018-10-15 03:56:05,neutral,0.0,warming
2018-10-15 03:56:02,neutral,0.0,climate change
2018-10-15 03:56:26,positive,0.25,climate change
2018-10-15 03:56:03,neutral,0.0,climate change
2018-10-15 03:57:05,neutral,0.0,warming
2018-10-15 03:56:52,neutral,0.0,warming
2018-10-15 03:56:49,positive,0.15000000000000002,climate change
2018-10-15 03:57:03,positive,0.25,climate change
2018-10-15 03:56:49,neutral,0.0,warming
