sentiment,date_col,keyword
0.07086574074074073,2018-08-17 14:00:00,coal
-0.08249999999999999,2018-08-17 15:00:00,coal
0.3666666666666667,2018-08-17 16:00:00,coal
0.08333333333333333,2018-08-17 17:00:00,coal
0.04673295454545454,2018-08-17 18:00:00,coal
0.4,2018-08-17 19:00:00,coal
-0.1111111111111111,2018-08-17 20:00:00,coal
-0.11250000000000002,2018-08-17 21:00:00,coal
0.09166666666666667,2018-08-17 22:00:00,coal
0.05513963161021984,2018-08-17 23:00:00,coal
0.04166666666666667,2018-08-18 00:00:00,coal
-0.11296296296296296,2018-08-18 01:00:00,coal
-0.052777777777777764,2018-08-18 02:00:00,coal
0.16666666666666666,2018-08-18 03:00:00,coal
0.05625,2018-08-18 04:00:00,coal
0.12685185185185185,2018-08-18 05:00:00,coal
0.07062289562289562,2018-08-18 06:00:00,coal
0.014393939393939384,2018-08-18 07:00:00,coal
0.0,2018-08-18 08:00:00,coal
-0.07111111111111112,2018-08-18 09:00:00,coal
-0.22999999999999998,2018-08-18 10:00:00,coal
0.007575757575757575,2018-08-18 11:00:00,coal
0.04325757575757576,2018-08-18 12:00:00,coal
0.084375,2018-08-18 13:00:00,coal
0.06666666666666667,2018-08-18 14:00:00,coal
0.35555555555555557,2018-08-18 15:00:00,coal
0.05,2018-08-18 16:00:00,coal
0.054166666666666675,2018-08-18 17:00:00,coal
0.4,2018-08-18 18:00:00,coal
0.0,2018-08-18 19:00:00,coal
-0.026666666666666665,2018-08-18 20:00:00,coal
0.020833333333333332,2018-08-18 21:00:00,coal
0.14444444444444446,2018-08-18 22:00:00,coal
-0.04375,2018-08-18 23:00:00,coal
0.09999999999999999,2018-08-19 00:00:00,coal
0.037500000000000006,2018-08-19 01:00:00,coal
0.24417517006802722,2018-08-19 02:00:00,coal
0.09090909090909091,2018-08-19 03:00:00,coal
0.0,2018-08-19 04:00:00,coal
0.011363636363636362,2018-08-19 05:00:00,coal
0.03333333333333333,2018-08-19 06:00:00,coal
0.006666666666666665,2018-08-19 07:00:00,coal
0.090625,2018-08-19 08:00:00,coal
0.21333333333333337,2018-08-19 09:00:00,coal
-0.25555555555555554,2018-08-19 10:00:00,coal
0.14147811447811448,2018-08-19 11:00:00,coal
0.37878787878787873,2018-08-19 12:00:00,coal
0.15416666666666667,2018-08-19 13:00:00,coal
0.06458333333333333,2018-08-19 14:00:00,coal
0.04880952380952382,2018-08-19 15:00:00,coal
0.11250000000000003,2018-08-19 16:00:00,coal
-0.016666666666666666,2018-08-19 17:00:00,coal
0.3541666666666667,2018-08-19 18:00:00,coal
0.26,2018-08-19 19:00:00,coal
0.033333333333333326,2018-08-19 20:00:00,coal
0.0099862258953168,2018-08-19 21:00:00,coal
0.018518518518518514,2018-08-19 22:00:00,coal
0.32208333333333333,2018-08-19 23:00:00,coal
0.1451629389129389,2018-08-20 00:00:00,coal
0.08383838383838384,2018-08-20 01:00:00,coal
0.013541666666666674,2018-08-20 02:00:00,coal
0.018057488146773857,2018-08-20 03:00:00,coal
-0.09027777777777778,2018-08-20 04:00:00,coal
0.05500000000000001,2018-08-20 05:00:00,coal
-0.09848484848484845,2018-08-20 06:00:00,coal
0.06450216450216449,2018-08-20 07:00:00,coal
0.10378787878787879,2018-08-20 08:00:00,coal
0.1527777777777778,2018-08-20 09:00:00,coal
-0.049999999999999996,2018-08-20 10:00:00,coal
